Author,Comment,PublishedAt
@beombrumbrum816,"Ginilah lagu bikin semangat termotivasi. 🎉❤
Bukan yang sedih-sedih mulu.😢",2023-10-17T23:56:29Z
@MikanyaAbish,"Penambahan view hari  
MV  janji setia 83.877
MV usai 74.689
MV cintanya aku 72.076
MV tega 52.651
MV flip it up 35.377
LV merin 34.094
MV menjadi dia ,26.822
MV bahaya 20.697
LV tega 20.852
MV merin 15.358
MV MATM 14.631
Yg di update yg 10 RB keatas saja ya moo ,yg 10 RB kebawah gak ku update berarti",2023-10-17T19:13:10Z
@matchaaa00,lagi suka dengerin lagu ini krna bodoh nya gw yg mutusin gw juga yg gamon,2023-10-17T15:18:57Z
@irryani4180,kawan saya suka lagu ni. dia peminat no sejuta lgu ni,2023-10-17T13:50:26Z
@edulvoc1,Keren Corolla Dx,2023-10-17T13:45:04Z
@yonathanstevelegie4072,sama ka alshad,2023-10-17T05:02:36Z
@yonathanstevelegie4072,aku doa untuk ka titi semoga. bisa balikan seperti sebelum dulu lagi . Seperti  judul lagu janji setia. ❤ balikan dong😭,2023-10-17T05:01:47Z
@MikanyaAbish,Semangat moo gas terus lebih kenceng lgi,2023-10-16T14:58:08Z
@MikanyaAbish,"Penambahan view harian janji MV 73.687
Usai 77.611
Cintanya aku mv 70.585
Tega MV 42.474
LV merin 33.435
Flipitup MV 38.726
Menjadi dia MV 22.839
Bahaya MV 18.342
Merin MV 12.190
MATM MV 14.085",2023-10-16T14:52:33Z
@dedexampleng3412,"Lagunya adem bgt,trs kalo dengerin ni lagu ke inget cerita rasulallah Saw🥺",2023-10-16T13:34:34Z
@denisetiawan3558,Suaranya empuk jeru,2023-10-16T11:48:09Z
@novaauliaramdani3702,"Kini aku mengerti, semua ini terjadi
Tak dipungkiri, hanya kamu yang kumiliki
Bumi di kala sunyi, kamu takkan sendiri
Aku di sini menantimu kembali
Andai saja ku bisa
Genggam tanganmu
Takkan ada kata rindu
Di dalam hatiku
Tahukah dirimu betapa diriku
Merindukan hadirmu ada di sini?
Percayalah, Kasih
Jarak dan waktu tak mampu menghapus
Janji setia menjaga hati
Andai saja ku bisa
Genggam tanganmu
Takkan ada kata rindu
Di dalam hatiku, oh-oh
Tahukah dirimu betapa diriku
Merindukan hadirmu ada di sini?
Percayalah, Kasih
Jarak dan waktu tak mampu menghapus (janganlah kauhapus)
Janji setia menjaga hati
Hujan turun mewakili hati
Terpa angin gambarkan resahku, ho-oh
Namun, kini pelangi (dan kini pelangi)
Datang menyinari kita
ho-oh
Merindukan hadirmu ada di sini?
Percayalah, Kasih
Jarak dan waktu tak mampu menghapus
Janji setia menjaga hati
Merindukan hadirmu ada di sini?
Percayalah, oh, Kasihku
Jarak dan waktu tak mampu menghapus
Janji setia menjaga hati
Ho-oh-oh-ho",2023-10-15T16:01:15Z
@purniwati5838,Yg jdi cowoknya kecil bgt. Gak cock ama tiara,2023-10-15T13:00:56Z
@rulyluly9453,Ini lagu yg sering dipake buat cerita rosul di tiktok😊,2023-10-15T02:22:09Z
@user-rg5xj1zb7e,Beautiful songs,2023-10-14T15:18:02Z
@khairilramadhani3846,Pokoknya lagu ini bakalan jadi lagu favorit ku sepanjang masa,2023-10-14T13:18:26Z
@rasyavanskyezy4468,"Hallo,aku dari masa depan 😂",2023-10-14T13:15:45Z
@usmankholid8375,"Baca2 kisah nabi, sound nya ini .. kecanduan",2023-10-12T12:06:57Z
@khusnimubarok848,Ya rasulullah kami rindu🥺😖 allahumasholialasayyidinamuhamad,2023-10-12T10:50:55Z
@aarif_has_arrive,evertyng will be fine??,2023-10-12T04:45:23Z
@DuduRusmana,"Gara Gara TikTok, Suka Lagu Nya",2023-10-11T23:42:16Z
@karsumfcb1638,Sumpah ini lagu enakk fooolllll,2023-10-11T16:10:18Z
@fidhohofficial4241,titi 🌹,2023-10-11T14:31:04Z
@anisabilqistimaulida5186,tetap dia.,2023-10-11T08:14:51Z
@taiwanmudik5187,Kukira suaranya si raisa…,2023-10-11T07:42:58Z
@rizkyfidiansyah2768,Gas 57 jt Moo sambil up lagu flip IT up,2023-10-10T23:55:09Z
@user-st7bq9et9i,Berasa lg denger lagu rohani,2023-10-10T22:37:42Z
@Yacen.81_84,Merindukan hadirmu..,2023-10-08T15:56:48Z
@munardi9974,lagunya bikin kangen sama mantan,2023-10-08T11:02:23Z
@starlight.1324,Vibes galau mode tenang di malam  yg damai 🌌,2023-10-08T06:43:46Z
@starlight.1324,Entah knp gua waktu malem dan pas lagi hujan dengerin lagu ini  terasa tenang dan dalem banget,2023-10-08T06:32:32Z
@riskasugiarti7436,❤,2023-10-08T01:41:58Z
@LuthfiArdiansyah-cx1gu,"Sering denger lagunya lewat fyp tiktok dan isinya adalah seputar kisah baginda Rasullullah SAW semasa hidupnya, dan ternyata lagunya memang mewakili kita banget yang dimana kita sebagai umatnya senantiasa merindukan sosok Nabi Muhammad SAW, meski belum pernah ketemu entah kenapa kita bisa merindukan Beliau",2023-10-08T01:19:04Z
@fajargres2195,Kangen Ibu yallah,2023-10-07T20:16:51Z
@emaknyadlyrics3110,"Gass Vote Tiara tiap 10 detik di MTV EMA Paris 2023 untuk kategori BEST ASIA ACT !!!
Bismillaah rejeki Tiara, siapa tahu diundang perform sekaligus menerima award nya di Paris !!
Yuk kita bikin Indonesia bangga punya Tiara
🔥🔥🔥",2023-10-07T13:15:31Z
@vizzaalice7889,"Suara Tiara ngga diragukan lagi lah, bagus bgt",2023-10-07T04:54:07Z
@fauzi9765,P,2023-10-06T17:15:49Z
@NanaAgustina179,Happy 56. Jt,2023-10-06T12:54:12Z
@MahdiaidahSalie-rd9gd,Setiap kali dengar lagu ini teringat kisah nabi Muhammad. Lagu nya tidak dpt d pisah kan dengan kisa rassulullah 🥺,2023-10-06T09:49:22Z
@bobo2ah,video klip terkeren tiara sih ini,2023-10-05T22:42:34Z
@adityawaruwuadiras7947,Masih berada di playlist teratas,2023-10-05T17:11:23Z
@sidiiq27,Lagu favorit❤,2023-10-05T12:25:20Z
@user-bj2in4kj2p,Jadi rindu rasullallah 😢 ALLAHUMMA SOLLI ALA SAYYIDINA MUHAMMAD WALA ALI SAYYIDINS MUHAMMAD,2023-10-05T03:32:52Z
@koplakyongkru1374,"lagunyaaa cocok untuk pejuang LDR seperti saya , sayaa di semarangg , dia di pelukan orang lain


-semarang , 05 oktober 2023-",2023-10-05T00:15:27Z
@anikaalsyam1978,*Gas moo 18 rb lgi menuju 56 jt*,2023-10-04T21:11:36Z
@ElsaRahmadhani-qc3if,"""JARAK DAN WAKTU TAK MAMPU MENGHAPUS JANJI SETIA MENJAGA HATI""
BALI,4 OKTOBER 2023🦋🕊️",2023-10-04T01:29:58Z
@UmbiAnksh,Percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati,2023-10-04T00:33:13Z
@user-eu9xq4gd9e,🙂🥺,2023-10-02T15:17:45Z
@rindiyani2217,kesini karena sering dengar lagunya dijadiin backsound kisah perjuangan rasulullah dan sahabat 😭😭,2023-10-01T16:25:42Z
@mennye5674,"Haloo Tiara 
Terima kasih banget sudah menyanyikan lagu dan mencipatakan ini.. 

Lagu ini pernah jadi kebahagian aku ketika aku harus LDR sm mantan kekasihku, sayangnya juga lagu ini cmn dr aku untuk dia tanpa sebaliknya 
5thun kami lewati bersama tapi aku harus sesedih skrg ini bahwa aku bukan lagi mnjadi yang ke2 setelah ibunya namun ada yang ke3 dan ke4 

Terima kasih karena sudah menciptakan lagu ini, bahwasanya aku mencintainya dengan setulus itu walau akhirnya akhir dari cerita kami tidak baik.. 

Terima kasih 😘💕",2023-09-30T14:42:59Z
@apriliyanto_rizal,"29-09-2023
wonosobo
masih suka denger lagu ini",2023-09-29T12:58:45Z
@DewiNurHandayani-gk7ru,"Jika aku tidakk di hatimu 
biar lagu ini yang ad di hatiku",2023-09-29T06:10:54Z
@edita2816,Serasa aku dan pasanganku ❤😇,2023-09-28T04:19:02Z
@arlina2923,"disini yang nahan rindu,di situ yang adem' ga ngerasain apapun,sepatah kata rindu pun tidak , sepatah kata ingin bertemu juga tidak ada.",2023-09-28T02:21:56Z
@misbahuddin822,level tertinggi mencintai adalah mengikhlaskan:),2023-09-27T11:15:39Z
@Star4uxz,Hai kakak tiara adini sehat² ya❤😊,2023-09-27T10:22:58Z
@dyahayu4787,"Baru sadar kalo ada kata ""bumi"" Di liriknya",2023-09-27T07:47:35Z
@awchannel3265,Cinta pertama nya tiara itu alsad 2:00,2023-09-26T13:08:16Z
@user-hs2ri6yq1d,Lagu ini ada kenangannya 🥹,2023-09-26T10:35:12Z
@UmbiAnksh,Penambahan view hari ini 66.018,2023-09-24T21:25:56Z
@Yacen.81_84,"55,3 jt gas terus",2023-09-24T13:44:17Z
@RistiPuspita-yd7ue,Asli aku sampe ngimpi alshad balikan lagi sama tiara,2023-09-24T02:42:46Z
@wahyuirawan3534,"Setelah 22 tahun pernikahan baru kemarin pertama kali saya bawa istri nonton konser Tiara di #EkspectanicaHealingDeJava
#EdisiBucin",2023-09-24T01:10:38Z
@sitisaadah3333,"Jadi ingat seseorang yang jauh di sana. Baik-baik ya orang tersayang, karena aku pun gk tau kapan pertemuan itu akan datang.",2023-09-23T12:10:28Z
@rizkyfidiansyah2768,Gas 56 jt Moo sambil up lagi flip IT up,2023-09-23T00:01:09Z
@anggriaad2305,"Entah keseringan nyanyi ini atau terlalu suka lagu ini ya, sekarang ngerasain diposisi lagu ini",2023-09-22T23:34:44Z
@fredyanto1597,"Rindu Rasullullah
Semoga dapat syafaat di akhirat
Aaminn",2023-09-22T14:22:18Z
@Amisha_157,"aku orang Kristian tapi tiap kali dengar lagu ini terus ingat nabi Muhammad dan para sahabatnya,karna dekat fyp tiktok aku penuh dengan lagu ini dan kisah nabi Muhammad dan sahabatnya",2023-09-22T13:27:15Z
@prabadeww,Rasa sakitkuu menyatu bgt sama lagu ini😢,2023-09-22T11:08:53Z
@angela_2am.marionette,Saya jarang suka lagu Indonesia. Tapi lagu ini bagus sekali melodinya. Merinding.,2023-09-21T16:54:12Z
@user-gh4fw6so8d,"Saya sering keluar air mata mendengar lagu ini,,rindu Rasulullah 🥺",2023-09-21T06:06:21Z
@azizahsolichah9858,Sbrpa dalamkah lagu ini utk tiara.....,2023-09-20T14:16:28Z
@jioganteng259,Suara vokalnya mirip Raisa...,2023-09-20T14:03:36Z
@monosaleh8565,Dydye😢😭hx❤dhdh,2023-09-20T12:33:50Z
@KustinaHarmadi,"Rabu 20 September( LDR) 
aaaaaa kangeennn baaaangeettt denger lagu ini lagsung nangiss😭😭
Cuma bisa berdoa dia selalu sehat dan baik baik ajaa, bahagia selalu sayang, i'm always here for u and i hope u too",2023-09-20T06:36:18Z
@dzilikram25,corolla dx nya boleh tuh😁,2023-09-19T23:02:05Z
@UmbiAnksh,"Percayalah oh kasihku,jarak dan waktu tak mampu menghapus janji setia menjaga hati",2023-09-19T12:46:57Z
@UmbiAnksh,"55.004.504 x ditonton (19:44) wib
19:092023
588 rb like
89 rb komen
2,39 JT subscriber",2023-09-19T12:46:04Z
@vearlyanaayu2917,55jt🎉,2023-09-19T11:32:06Z
@green1501,"Janji Setia, Merasa Indah & Maafkan Aku Terlanjur Mencinta adalah THE HOLY TRINITY lagu ballad di album pertama Titi. Secandu itu memang lagunya & berhasil 100JT streams di Spotify",2023-09-19T11:31:07Z
@UmbiAnksh,"*buat mu yg jauh di mata tp dekat di hati dan slu ada dlm doa "" ku,*
*Assalamualaikum kesayanganku di kesempatan hari / tanggal yg indah ini yg tepatnya 0,4 jam lgi datang indahnya tanggal itu 19 kita , ijinkan aku untuk menuliskan  sesuatu ungkapan hatiku utkmu yg begitu indah ,aku bahagia serta bangga bisa dimiliki dan memiliki mu, happy anniversary sayang yg ke 45 Bismillah bahagia milik kita slu utk selamanya,doa terbaik utk kita Smoga slu dlm lindungan serta Rahmat Nya selamat'dunia dunia Sampek aherat, bismillah kita dlm FAYAKUN _Nya*
*Sekali lgi selamat hari jadi kita( happy anniversary _45) I love you forever ❤ AnkSh 19*
*Janji setia menjaga hati,hujan turun mewakili hati, terpa angin gambarkan resahku, namun kini pelangi datang menyinari kita*
*18""09""2023 (23;48) wib*",2023-09-18T16:48:51Z
@cycywydya679,"Keingat kisah nabi yg nadahin darah nya biar ga jatuh kebumi, karena setetes darah nabi muhammad yang jatuh maka akan turun azab 😢😢😢😢",2023-09-18T01:45:11Z
@UmbiAnksh,"*Percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati luv'u , SH 💘 nya aku*",2023-09-18T01:06:56Z
@UmbiAnksh,"54.886.892 x ditonton (08:04) wib
18""09""2023
588 rb like
89 rb komen
2,38 JT subscriber",2023-09-18T01:05:45Z
@NanaAgustina179,Gasss 55jt Mooo,2023-09-17T13:09:28Z
@mikaalsyambiwongjudes9764,"Ngeri janset likenya udah 588 rb like 
12 rb lgi auto 600 K like",2023-09-17T00:59:11Z
@rizkifauzi7997,"Tidak disangka dan tidak terduga. Lagu ini bagaikan untuk Rasulullah SAW. Bahwa kita sebagai umat merindukan hadirnya. Walau jarak dan waktu dgn Rasulullah jauh banget. Tapi arti kata rindu kita selalu melekat untuknya. Dilagu ini ber andai"" Bahwa andai saja kita hidup dimasa Rasulullah. Maka kita setiap hari melihat tampang nya yg begitu indah tampangnya...😇🥲😊",2023-09-16T13:38:25Z
@enzett144p,1:41,2023-09-16T10:48:45Z
@DuriKepa21,Kesini karena upin ipin bentak kak rose,2023-09-16T05:46:09Z
@KYL-tw2kn,"""Merindukan hadirmu ada disini""",2023-09-16T04:28:32Z
@YMashitha91,"Tiara paling cantik disini, make upnya, hair do nya, wardrobenyaa.. semua terbaik di video ini 😭😭😭",2023-09-15T11:54:46Z
@YMashitha91,😭kangen liat mereka berdua lg,2023-09-15T11:52:19Z
@titimmulyati2667,"Tidak selalu bahagia jika pilihan kita itu adalah yg terbaik....banyak ko yg menjadi keputusan orang tua kita itu jadi yg terbaik untuk hudup kita kedepannya❤ contohnya aku.. meskipun terasa pahit pas mau nikah...karna hati ini msih inget sama yg sebelumnya...dan aku mengalah sama diriku sendiri hanya untuk keluargaku❤ dan sekarang alhamdulillah...bahagia😊smoga selamanya slalu bahagia,2006 _2023",2023-09-15T01:18:29Z
@orangbiasa8318,"selalu singgah di lagu titi yang ini dan usai.. bener2 lagu terbaik dari tiara... sangat manis, syahdu dari awal sampe habis... huhuhu... apa mungkin ya kalo ghea dan tiara bisa collab... kalo iyo jadi serasa denger suara duo korea As one (Korean: 애즈원), dimana suara crystal sebening tiara, suara minyoung seunik ghea....wkwkwkw",2023-09-14T03:35:13Z
@ayunifebryan6572,"Kenapa sii alshad lu harus punya kasus kek gitu... 

Kalo udh begini gw jd kangen kebersamaan kalian Lg...",2023-09-14T03:26:40Z
@lutfihry,jadi kangen hehe,2023-09-13T15:52:12Z
@zuraacbby4282,kira kira ka tiara galau pakai lagu siapa yah🥲,2023-09-13T12:46:18Z
@ErnaWati-cf8be,Rindu kalian... Nonton video2 kebersamaan kalian bikin kngn alshad ama titi😢,2023-09-13T02:13:49Z
@izzatfirdausi,Awalnya ku kukira lagu raisa,2023-09-12T15:32:41Z
@Bungaa2100,54.517.++,2023-09-12T12:49:45Z
@AndiSaputra-tb7yv,3:29,2023-09-12T12:42:34Z
@riqikz2,Dendelions versi Indonesia 😊,2023-09-12T01:01:19Z
@sifasyaniar,Sumpah penasaran bgt hubungan mereka skrg kek gmna setelah 5bln kasusnya terbongkar 😢😢,2023-09-11T23:11:09Z
@rio-ramadhani3205,p galau,2023-09-11T14:33:40Z
@UmbiAnksh,"Hujan turun mewakili hati terpa angin gambarkan resahku namun kini pelangi datang menyinari kita..........
Huooooo........oooo.......
Merindukanmu hadirmu ada di sini
Percayalah kasih jarak dan waktu tak mampu menghapus
Janji setia menjaga hati",2023-09-10T20:57:43Z
@davidlasaba7147,"Diakun fanbaseidol lagu ini capai 100 jt spot*fy selama 21 bulan. Bukannya lagu ini baru setahun rilis ya? April 2022 rilis lagunya, berarti 16 bulan dong",2023-09-10T08:16:53Z
@user-hr3bc8hd1f,"masih inget banget dulu streaming janji setia di mobil pas pulang kampung lebaran idul fitri, kangen vibes nyaaa pengen diulang 😩❤",2023-09-10T08:00:19Z
@riyugaming5356,"Yeay 100 jt streams on spotify 😍

Janset punya tempat tersendiri ❤",2023-09-10T01:27:16Z
@sunariyati4638,Congrats *Janset* 100 jt streams on Spotify,2023-09-10T00:19:49Z
@Diseruduk_Badak,"Congratulations.... Janset 100jt stream in spotipi, menjadi lagu kedua di album pertama yg trmbus 100jt stream... Next menyusul MATM..",2023-09-09T22:50:35Z
@Anonymous-vr8mc,Happy 100juta janset,2023-09-09T18:40:55Z
@user-wy6vo7mq8w,Happy 100 juta janset😍😍😍,2023-09-09T18:22:05Z
@erchanel5347,Taukah dirimu betapa diriku merindukan dirimu ada disini..jarak & waktu Takan mnghapus..andai saja q bs genggam tanganmu🥲,2023-09-09T16:55:20Z
@capricornbintangku4444,hari ini 100 jt spotipai,2023-09-09T09:29:31Z
@lieya8406,"Kini aku mengerti, semua ini terjadi
Tak dipungkiri, hanya kamu yang kumiliki
Bumi di kala sunyi, kamu takkan sendiri
Aku di sini menantimu kembali
Andai saja ku bisa
Genggam tanganmu
Takkan ada kata rindu
Di dalam hatiku
Tahukah dirimu betapa diriku
Merindukan hadirmu ada di sini?
Percayalah, Kasih
Jarak dan waktu tak mampu menghapus
Janji setia menjaga hati
Andai saja ku bisa
Genggam tanganmu
Takkan ada kata rindu
Di dalam hatiku, oh-oh
Tahukah dirimu betapa diriku
Merindukan hadirmu ada di sini?
Percayalah, Kasih
Jarak dan waktu tak mampu menghapus (janganlah kauhapus)
Janji setia menjaga hati
Hujan turun mewakili hati
Terpa angin gambarkan resahku, ho-oh
Namun, kini pelangi (dan kini pelangi)
Datang menyinari kita
ho-oh
Merindukan hadirmu ada di sini?
Percayalah, Kasih
Jarak dan waktu tak mampu menghapus
Janji setia menjaga hati
Merindukan hadirmu ada di sini?
Percayalah, oh, Kasihku
Jarak dan waktu tak mampu menghapus
Janji setia menjaga hati",2023-09-08T12:30:07Z
@imamftr5137,apapun itu kamu tetap jadi favoritku yang sampai saat ini aku tunggu,2023-09-08T02:50:06Z
@abdulkodir7188,"Janji setia nabi Muhammad kepada umatnya yang tidak pernah jumpa di akhir jaman, اَللهم صَلِّ عَلَى سَيِّدِنَا مُحَمَّدٍ وَعَلَى آلِ سَيِّدِنَا مُحَمَّدٍ",2023-09-08T01:25:55Z
@bams1313,Adem banget di telinga 😊,2023-09-07T20:39:18Z
@sigiwiarsyah8297,"Orang nya udah pergi vidio nya masih ada
#purnaRaimunaXII2023",2023-09-06T21:18:58Z
@rizkyfidiansyah2768,Gas 55 jt Moo sambil up lagu flip IT up,2023-09-05T23:57:30Z
@vearlyanaayu2917,54jt❤,2023-09-05T12:15:12Z
@vearlyanaayu2917,Kgn,2023-09-05T00:46:07Z
@andirachrie7124,"Haaah..Ya Allah..Gara2 ini Lagu langsung jadi Kangen Banget sama Dia..Walaupun dia Telah berpulang dluan karena Allah SWT lebih sayang sama dia,Tapi hati masih terjaga Untuk dia selalu..Kalau memang dikehidupan sekarang kita tidak bersama,Pasti InsyaAllah kalo ada kehidupan selanjutnya Pasti akan kucari kamu sampai akhirnya kita bisa betul2 bersama..Al-Fatihah",2023-09-04T15:01:11Z
@kurniadewi4222,Yokk jadiin 54jt viewers,2023-09-04T12:49:49Z
@tahiyaturahmawati4207,EMANG BOLE SE KEREN INI??!!!,2023-09-04T09:53:55Z
@jhulabdichannel5134,Yukk nonton terus👍🥰💪,2023-09-03T20:46:25Z
@muhamadfadel7712,suka dengar lagu Tiara semua keren sukses selalu Tiara Andini karirnya,2023-09-03T11:50:30Z
@rilodgpermana5058,kangen ngonten mama selen dan selen,2023-09-03T04:28:16Z
@unknownuser01764,"hi , wlpn kita lama sda nd contact mcm dlu , ak msi rindu kau , kau yg bg ak lagu ni , byebye stranger .",2023-09-01T13:55:54Z
@ratnosurampaet9291,Tidak setia,2023-09-01T06:57:14Z
@lilikeka9942,Lagu ini mengingatkan kpd Nabi Muhammad SAW❤️✨,2023-08-31T23:45:19Z
@notebookextra,"Kalau MV nya diganti, mungkin akan hit 100 juta view.",2023-08-31T18:11:09Z
@atmarantisalsabila1208,Janji Mu Menjadi kenangan Walaupun Kmu Tidak Menepati Janji ku kepada ku😇,2023-08-31T13:38:22Z
@keyzakhalishmurad7822,Janji?Apakah itu? hanya sebuah kata penenang setelah melakukan kesalahan kah?haha,2023-08-31T09:03:49Z
@dilamasruroh2187,"Denger lagu ini sambil nulis surat buat kedua calon anakku yang gugur sambil menunggu garis 2 di tahun 2022 lalu. Satu bulan dari nulis surat itu ternyata garis 2 dan Alhamdulillah yang ditunggu sekarang usia nya 6 bulan 🥰.  

Jadi lagu ini buat ke 3 anakku ☺",2023-08-31T04:15:55Z
@094irwandi7,Ayok bisa 60 juta streaming moo,2023-08-30T15:08:47Z
@vviolasyahira,kangen banget sama kalian berdua :),2023-08-29T13:30:53Z
@masdwimorin,Siapa suka lagu ini krna video tiktok tentang sahabat nabi,2023-08-29T12:34:29Z
@mpokrija2877,Entah kenapa gua ngerasa kalo denger lagu ini kaya gua nyanyi buat Rasullah Saw. Saking rindu dan cintanya sama  Nabi Muhammad Saw. Dengan izin Allah kita bisa bertemu yah ya Rasullah Ku ya sayyidinna Muhammad ku ❤️,2023-08-29T09:32:15Z
@UmbiAnksh,"53.434.638 x ditonton (01:55) wib
28""08""2023
585 rb like
89 rb komen
2,34 JT subscriber",2023-08-28T18:56:57Z
@denisadaraaa5114,bingung mau udahan atau ga? soalnya dia gila perempuan but aku masih sayang disisi lain aku juga cape:),2023-08-28T12:47:51Z
@ekodyyn,"see you next time, jika bersamaku adalah part terburuk dalam hidupmu aku minta maap
28 ags 2023",2023-08-28T10:16:36Z
@agungdahlan4663,Jadi suka lagu ini karena jadi soundnya kisah” Rasulullah dan sahabat..,2023-08-28T07:07:32Z
@tintinsumarni7621,"Semoga berjodoh Aslad dan Tiara apa yg di cari Aslad sudah mampan pekerja keras dan sudah setuju orang tua Aslad dan teteh nya sudah kawin saja biar engga ada isyu2 kan Aslad nya sudah kekampung halaman Tiara berarti Aslad sudah tanggung jawab kata ibu hj mah , neng  Tiara apalagi bakal rame kawin nya di kota Bandung udara nya sejuk apa lagi ciembuluit daerah elit.kota kembang",2023-08-28T03:05:43Z
@novifitriani2453,"Asli ini lagu masih jadi lagu fav aku dari awal rilis 😢aku mylyodraa,tapi aku suka karya karya titi,
Salam dari jember❤",2023-08-28T00:25:16Z
@zeinzein1236,kangen lihat titi sama alshad,2023-08-27T12:56:48Z
@N_SyifffArt5920,"Jadi kangen moment titi sama ka Alshad nge vlog bareng satwa satwa nya ka Alshad,kaya nya titi ga pernah ketemu cenora",2023-08-27T05:03:02Z
@fuzzkt,Izin download lagunya kak😁🔥,2023-08-27T01:24:27Z
@NeoNoLimitz_,"Ap itu janji cuma kata"" penenang dri seseorang yg Cuma Berpura"" Menyayangi endingnya mlh menghianati:)",2023-08-26T09:59:54Z
@user-kc6kz5sp3e,Kangen bgt Sama kita yang dlu,2023-08-25T14:30:20Z
@ersanadyaputri2432,Pejuang LDR semangatttt🤟💓,2023-08-25T12:34:07Z
@alexanderhaikal9613,Cocok video clipnya islami,2023-08-25T08:37:07Z
@fazrinovrizal338,Lagu ini selalu mengingatkan tentang kisah Rasulullah SAW,2023-08-24T16:05:13Z
@suebwazza2277,"Apa itu Janji Setia, yg aku tau Kisah Nabi Muhammad SAW & para Sahabat nya",2023-08-23T14:37:37Z
@user-py3dx6xg8f,Ya Allah aku hanya ingin dia,2023-08-23T10:49:19Z
@vearlyanaayu2917,53jt🎉,2023-08-23T07:43:10Z
@DragonBoy-de5wc,Buruan nikah,2023-08-23T05:49:43Z
